,Order Date
91996,06/12/19 01:22
100745,06/12/19 01:30
92427,06/12/19 02:31
94036,06/12/19 02:50
101044,06/12/19 03:14
96100,06/12/19 04:26
104049,06/12/19 04:31
98229,06/12/19 04:32
104943,06/12/19 04:44
97404,06/12/19 05:08
95823,06/12/19 05:30
92456,06/12/19 05:35
96707,06/12/19 05:40
96157,06/12/19 05:43
96045,06/12/19 05:57
95091,06/12/19 06:02
104059,06/12/19 06:04
96696,06/12/19 06:45
102733,06/12/19 06:56
104445,06/12/19 06:56
93252,06/12/19 07:20
99602,06/12/19 07:20
96645,06/12/19 07:36
98900,06/12/19 07:37
96476,06/12/19 07:40
100969,06/12/19 07:53
100968,06/12/19 07:53
94554,06/12/19 07:56
103385,06/12/19 08:04
92656,06/12/19 08:12
100087,06/12/19 08:14
102309,06/12/19 08:14
104388,06/12/19 08:18
103417,06/12/19 08:18
102561,06/12/19 08:20
94589,06/12/19 08:26
97672,06/12/19 08:31
92397,06/12/19 08:31
93738,06/12/19 08:34
96902,06/12/19 08:35
100474,06/12/19 08:38
98133,06/12/19 08:40
96186,06/12/19 08:54
94708,06/12/19 08:55
103334,06/12/19 08:57
100922,06/12/19 09:04
98261,06/12/19 09:06
96507,06/12/19 09:09
97283,06/12/19 09:09
93050,06/12/19 09:12
102674,06/12/19 09:18
94152,06/12/19 09:20
94700,06/12/19 09:21
103388,06/12/19 09:26
98505,06/12/19 09:29
96246,06/12/19 09:30
98275,06/12/19 09:31
100979,06/12/19 09:33
105142,06/12/19 09:38
94615,06/12/19 09:41
94190,06/12/19 09:42
102910,06/12/19 10:06
92447,06/12/19 10:06
94550,06/12/19 10:08
97541,06/12/19 10:09
92156,06/12/19 10:11
92034,06/12/19 10:12
96017,06/12/19 10:12
92758,06/12/19 10:13
94852,06/12/19 10:14
104653,06/12/19 10:15
104439,06/12/19 10:16
98531,06/12/19 10:19
101212,06/12/19 10:21
96625,06/12/19 10:25
92732,06/12/19 10:25
100832,06/12/19 10:25
100831,06/12/19 10:25
94716,06/12/19 10:26
92044,06/12/19 10:27
92045,06/12/19 10:27
102215,06/12/19 10:28
103953,06/12/19 10:30
102294,06/12/19 10:33
97529,06/12/19 10:34
93475,06/12/19 10:36
102175,06/12/19 10:36
94514,06/12/19 10:36
94396,06/12/19 10:38
92302,06/12/19 10:42
102356,06/12/19 10:42
93813,06/12/19 10:48
94304,06/12/19 10:48
104805,06/12/19 10:50
92849,06/12/19 10:51
99774,06/12/19 10:56
102235,06/12/19 11:03
105038,06/12/19 11:04
105039,06/12/19 11:04
96451,06/12/19 11:05
96452,06/12/19 11:05
102449,06/12/19 11:08
99779,06/12/19 11:09
95669,06/12/19 11:09
102489,06/12/19 11:11
98302,06/12/19 11:11
92609,06/12/19 11:12
95019,06/12/19 11:13
95620,06/12/19 11:14
104709,06/12/19 11:16
104710,06/12/19 11:16
104006,06/12/19 11:17
93656,06/12/19 11:18
101411,06/12/19 11:23
99982,06/12/19 11:26
104149,06/12/19 11:27
93883,06/12/19 11:28
100898,06/12/19 11:31
105072,06/12/19 11:31
101263,06/12/19 11:34
92204,06/12/19 11:35
105203,06/12/19 11:35
98697,06/12/19 11:36
93605,06/12/19 11:36
100190,06/12/19 11:38
103003,06/12/19 11:40
100104,06/12/19 11:42
100105,06/12/19 11:42
103408,06/12/19 11:44
100376,06/12/19 11:47
94806,06/12/19 11:47
95263,06/12/19 11:49
91886,06/12/19 11:50
91962,06/12/19 11:52
100346,06/12/19 11:53
92354,06/12/19 11:56
92355,06/12/19 11:56
95364,06/12/19 11:57
95681,06/12/19 12:00
92255,06/12/19 12:01
103149,06/12/19 12:06
101172,06/12/19 12:06
93454,06/12/19 12:07
94256,06/12/19 12:08
98905,06/12/19 12:13
104292,06/12/19 12:13
99633,06/12/19 12:16
99663,06/12/19 12:17
92823,06/12/19 12:18
97286,06/12/19 12:19
97285,06/12/19 12:19
94244,06/12/19 12:20
96410,06/12/19 12:23
93688,06/12/19 12:24
100322,06/12/19 12:26
103059,06/12/19 12:31
102925,06/12/19 12:34
103455,06/12/19 12:38
105044,06/12/19 12:43
100462,06/12/19 12:44
98897,06/12/19 12:47
94982,06/12/19 12:51
104643,06/12/19 12:52
93784,06/12/19 12:53
104423,06/12/19 12:58
100701,06/12/19 13:01
101828,06/12/19 13:03
97807,06/12/19 13:07
100696,06/12/19 13:12
99855,06/12/19 13:17
100460,06/12/19 13:17
98504,06/12/19 13:18
100000,06/12/19 13:18
96800,06/12/19 13:20
97950,06/12/19 13:21
92667,06/12/19 13:22
96075,06/12/19 13:24
99129,06/12/19 13:25
97986,06/12/19 13:27
95758,06/12/19 13:28
99348,06/12/19 13:30
97894,06/12/19 13:31
97579,06/12/19 13:31
104562,06/12/19 13:32
104852,06/12/19 13:38
91750,06/12/19 13:42
101435,06/12/19 13:43
91887,06/12/19 13:43
95848,06/12/19 13:44
92592,06/12/19 13:44
98411,06/12/19 13:44
101515,06/12/19 13:45
99784,06/12/19 13:48
94552,06/12/19 13:49
95051,06/12/19 13:55
91948,06/12/19 13:55
93083,06/12/19 13:59
103255,06/12/19 14:05
102330,06/12/19 14:05
98010,06/12/19 14:05
103465,06/12/19 14:15
103773,06/12/19 14:16
91782,06/12/19 14:17
97920,06/12/19 14:18
95671,06/12/19 14:20
103075,06/12/19 14:21
101782,06/12/19 14:25
98922,06/12/19 14:27
104339,06/12/19 14:30
100092,06/12/19 14:32
101087,06/12/19 14:32
93035,06/12/19 14:33
100443,06/12/19 14:34
95100,06/12/19 14:35
91652,06/12/19 14:36
96812,06/12/19 14:41
104854,06/12/19 14:41
95121,06/12/19 14:41
102776,06/12/19 14:41
95229,06/12/19 14:42
93443,06/12/19 14:49
95321,06/12/19 14:50
95817,06/12/19 14:51
96622,06/12/19 14:56
92831,06/12/19 14:56
104957,06/12/19 14:57
104701,06/12/19 14:57
97052,06/12/19 15:01
97373,06/12/19 15:03
95646,06/12/19 15:05
97206,06/12/19 15:09
95558,06/12/19 15:13
97834,06/12/19 15:17
92923,06/12/19 15:18
101313,06/12/19 15:25
98441,06/12/19 15:26
104862,06/12/19 15:26
94908,06/12/19 15:33
97270,06/12/19 15:33
92778,06/12/19 15:34
102752,06/12/19 15:36
94059,06/12/19 15:39
100110,06/12/19 15:41
103846,06/12/19 15:42
95567,06/12/19 15:44
100656,06/12/19 15:47
92947,06/12/19 15:48
99285,06/12/19 15:53
100705,06/12/19 15:53
93268,06/12/19 15:55
103742,06/12/19 16:05
99250,06/12/19 16:09
101673,06/12/19 16:12
99116,06/12/19 16:12
104245,06/12/19 16:14
93061,06/12/19 16:15
104523,06/12/19 16:22
98510,06/12/19 16:24
93394,06/12/19 16:30
101775,06/12/19 16:31
97946,06/12/19 16:34
98948,06/12/19 16:40
94587,06/12/19 16:41
96669,06/12/19 16:48
94619,06/12/19 16:52
94618,06/12/19 16:52
94617,06/12/19 16:52
100472,06/12/19 16:53
100660,06/12/19 16:54
99427,06/12/19 16:56
104673,06/12/19 17:02
99092,06/12/19 17:02
102253,06/12/19 17:03
92701,06/12/19 17:04
92487,06/12/19 17:05
92305,06/12/19 17:05
96721,06/12/19 17:05
98796,06/12/19 17:07
99938,06/12/19 17:10
98681,06/12/19 17:14
99198,06/12/19 17:14
94653,06/12/19 17:17
98271,06/12/19 17:18
104435,06/12/19 17:19
98563,06/12/19 17:19
101832,06/12/19 17:23
101831,06/12/19 17:23
93629,06/12/19 17:24
98118,06/12/19 17:26
98685,06/12/19 17:31
93995,06/12/19 17:31
94113,06/12/19 17:33
104042,06/12/19 17:33
97472,06/12/19 17:35
96856,06/12/19 17:38
98354,06/12/19 17:39
101913,06/12/19 17:42
95480,06/12/19 17:59
101790,06/12/19 17:59
96463,06/12/19 18:00
104100,06/12/19 18:01
95928,06/12/19 18:03
96796,06/12/19 18:07
96755,06/12/19 18:12
93540,06/12/19 18:12
95094,06/12/19 18:14
94998,06/12/19 18:16
99710,06/12/19 18:18
99755,06/12/19 18:20
104198,06/12/19 18:26
102612,06/12/19 18:26
96325,06/12/19 18:28
92543,06/12/19 18:34
100068,06/12/19 18:35
94322,06/12/19 18:41
94145,06/12/19 18:41
98216,06/12/19 18:48
95919,06/12/19 18:49
102412,06/12/19 18:50
93993,06/12/19 18:51
99959,06/12/19 18:52
101871,06/12/19 18:53
92283,06/12/19 19:00
95888,06/12/19 19:00
98783,06/12/19 19:06
96490,06/12/19 19:07
99823,06/12/19 19:07
101833,06/12/19 19:10
94686,06/12/19 19:11
97679,06/12/19 19:11
101550,06/12/19 19:11
92449,06/12/19 19:12
95546,06/12/19 19:12
93078,06/12/19 19:13
100648,06/12/19 19:16
93261,06/12/19 19:16
99194,06/12/19 19:18
99434,06/12/19 19:20
100310,06/12/19 19:20
102736,06/12/19 19:25
101928,06/12/19 19:26
93436,06/12/19 19:27
101146,06/12/19 19:28
97397,06/12/19 19:28
96690,06/12/19 19:31
102217,06/12/19 19:32
94915,06/12/19 19:32
95042,06/12/19 19:34
103258,06/12/19 19:34
95856,06/12/19 19:35
97823,06/12/19 19:38
96453,06/12/19 19:41
92299,06/12/19 19:41
94595,06/12/19 19:41
93530,06/12/19 19:41
97926,06/12/19 19:47
103230,06/12/19 19:47
104684,06/12/19 19:48
99584,06/12/19 19:51
91729,06/12/19 19:53
99569,06/12/19 19:55
92847,06/12/19 19:55
95889,06/12/19 19:58
97453,06/12/19 19:59
94203,06/12/19 20:02
91832,06/12/19 20:04
94112,06/12/19 20:06
99305,06/12/19 20:07
101960,06/12/19 20:07
100419,06/12/19 20:07
92588,06/12/19 20:08
94604,06/12/19 20:09
97573,06/12/19 20:10
104704,06/12/19 20:10
95773,06/12/19 20:17
95774,06/12/19 20:17
100458,06/12/19 20:17
93622,06/12/19 20:18
105037,06/12/19 20:21
96930,06/12/19 20:26
93042,06/12/19 20:27
103214,06/12/19 20:27
98440,06/12/19 20:30
99012,06/12/19 20:34
99013,06/12/19 20:34
92125,06/12/19 20:38
97351,06/12/19 20:38
96717,06/12/19 20:39
98496,06/12/19 20:46
102689,06/12/19 20:46
102750,06/12/19 20:49
102798,06/12/19 20:50
94085,06/12/19 20:55
91837,06/12/19 20:58
101645,06/12/19 21:01
102337,06/12/19 21:02
100881,06/12/19 21:03
101062,06/12/19 21:03
99241,06/12/19 21:06
99167,06/12/19 21:06
99943,06/12/19 21:06
94351,06/12/19 21:10
96281,06/12/19 21:12
93739,06/12/19 21:12
95066,06/12/19 21:12
101518,06/12/19 21:12
101100,06/12/19 21:15
104876,06/12/19 21:17
93451,06/12/19 21:22
91747,06/12/19 21:24
100715,06/12/19 21:25
95515,06/12/19 21:28
99335,06/12/19 21:28
95085,06/12/19 21:33
97252,06/12/19 21:35
98315,06/12/19 21:41
103110,06/12/19 21:42
102585,06/12/19 21:43
97256,06/12/19 21:44
98772,06/12/19 21:45
104494,06/12/19 21:47
103783,06/12/19 21:58
96386,06/12/19 21:58
103572,06/12/19 22:02
96133,06/12/19 22:05
105169,06/12/19 22:08
97478,06/12/19 22:12
91862,06/12/19 22:13
96182,06/12/19 22:18
93914,06/12/19 22:20
97890,06/12/19 22:23
102523,06/12/19 22:31
92120,06/12/19 22:32
91874,06/12/19 22:37
102555,06/12/19 22:42
100487,06/12/19 22:50
95099,06/12/19 22:51
95243,06/12/19 22:58
103802,06/12/19 23:01
100871,06/12/19 23:14
105043,06/12/19 23:17
104249,06/12/19 23:26
101593,06/12/19 23:32
101592,06/12/19 23:32
92944,06/12/19 23:33
94559,06/12/19 23:33
93427,06/12/19 23:43
105148,06/12/19 23:44
102181,06/12/19 23:45
102948,06/12/19 23:47
100336,06/12/19 23:48
102592,06/12/19 23:50
92379,06/12/19 23:57
93081,06/13/19 00:05
99960,06/13/19 00:07
104266,06/13/19 00:11
99927,06/13/19 00:13
104037,06/13/19 00:22
98149,06/13/19 00:27
101755,06/13/19 00:27
92241,06/13/19 00:30
102619,06/13/19 00:37
97066,06/13/19 01:00
94736,06/13/19 01:00
94735,06/13/19 01:00
103113,06/13/19 01:06
98755,06/13/19 01:22
100031,06/13/19 01:31
97214,06/13/19 01:54
97384,06/13/19 02:05
100029,06/13/19 02:23
95212,06/13/19 02:46
102907,06/13/19 02:50
104073,06/13/19 03:03
99944,06/13/19 03:37
104058,06/13/19 04:31
92845,06/13/19 05:00
99307,06/13/19 05:26
93833,06/13/19 05:42
103842,06/13/19 05:45
104018,06/13/19 06:00
103145,06/13/19 06:29
100060,06/13/19 06:30
102732,06/13/19 06:30
96969,06/13/19 06:33
92717,06/13/19 06:35
94509,06/13/19 06:38
102079,06/13/19 06:40
101252,06/13/19 06:45
104459,06/13/19 06:45
91833,06/13/19 07:19
103526,06/13/19 07:19
102424,06/13/19 07:24
98358,06/13/19 07:37
99966,06/13/19 07:38
96681,06/13/19 07:45
103582,06/13/19 07:51
92439,06/13/19 07:51
103560,06/13/19 07:51
101220,06/13/19 07:53
95580,06/13/19 07:55
97788,06/13/19 08:04
100534,06/13/19 08:08
92740,06/13/19 08:10
91720,06/13/19 08:21
94959,06/13/19 08:28
97069,06/13/19 08:34
98300,06/13/19 08:35
94994,06/13/19 08:39
100161,06/13/19 08:47
95416,06/13/19 08:53
95833,06/13/19 08:54
94393,06/13/19 08:54
104506,06/13/19 08:54
96610,06/13/19 08:56
103577,06/13/19 09:00
102300,06/13/19 09:11
105007,06/13/19 09:13
92576,06/13/19 09:20
96392,06/13/19 09:21
103762,06/13/19 09:25
97492,06/13/19 09:26
94986,06/13/19 09:27
101467,06/13/19 09:28
99152,06/13/19 09:28
98631,06/13/19 09:29
97305,06/13/19 09:35
100084,06/13/19 09:42
100425,06/13/19 09:46
95004,06/13/19 09:50
101561,06/13/19 09:51
102522,06/13/19 09:53
104657,06/13/19 09:58
96001,06/13/19 10:01
97228,06/13/19 10:03
101994,06/13/19 10:05
97605,06/13/19 10:07
93837,06/13/19 10:07
101843,06/13/19 10:11
102672,06/13/19 10:14
103490,06/13/19 10:15
91850,06/13/19 10:16
92846,06/13/19 10:18
101254,06/13/19 10:19
99236,06/13/19 10:20
95359,06/13/19 10:20
95360,06/13/19 10:20
96774,06/13/19 10:24
103328,06/13/19 10:24
99208,06/13/19 10:28
95242,06/13/19 10:31
98419,06/13/19 10:33
92115,06/13/19 10:37
105090,06/13/19 10:37
98902,06/13/19 10:42
93236,06/13/19 10:43
100022,06/13/19 10:46
101143,06/13/19 10:46
92526,06/13/19 10:47
97476,06/13/19 10:47
99287,06/13/19 10:51
99800,06/13/19 10:52
96909,06/13/19 11:03
102421,06/13/19 11:05
103591,06/13/19 11:07
98702,06/13/19 11:07
100950,06/13/19 11:11
95588,06/13/19 11:16
100240,06/13/19 11:24
91774,06/13/19 11:24
103683,06/13/19 11:25
102626,06/13/19 11:30
100729,06/13/19 11:31
99609,06/13/19 11:31
97261,06/13/19 11:39
97554,06/13/19 11:41
93469,06/13/19 11:44
92832,06/13/19 11:44
102074,06/13/19 11:50
93695,06/13/19 11:52
93610,06/13/19 11:54
104872,06/13/19 11:55
103970,06/13/19 11:58
102645,06/13/19 12:00
96546,06/13/19 12:01
100476,06/13/19 12:02
92195,06/13/19 12:03
98836,06/13/19 12:03
97042,06/13/19 12:03
99022,06/13/19 12:03
95525,06/13/19 12:04
102080,06/13/19 12:07
92196,06/13/19 12:08
92804,06/13/19 12:10
96855,06/13/19 12:14
97831,06/13/19 12:14
93254,06/13/19 12:15
96368,06/13/19 12:20
102851,06/13/19 12:20
91679,06/13/19 12:23
100126,06/13/19 12:24
102350,06/13/19 12:24
100311,06/13/19 12:25
104398,06/13/19 12:27
99490,06/13/19 12:29
93759,06/13/19 12:31
100450,06/13/19 12:32
103444,06/13/19 12:33
99638,06/13/19 12:35
101510,06/13/19 12:38
104392,06/13/19 12:39
102136,06/13/19 12:39
101558,06/13/19 12:40
103187,06/13/19 12:47
94039,06/13/19 12:48
96083,06/13/19 12:51
92626,06/13/19 12:52
98933,06/13/19 12:53
102792,06/13/19 12:56
102791,06/13/19 12:56
104020,06/13/19 12:57
99989,06/13/19 13:00
104171,06/13/19 13:05
93458,06/13/19 13:06
92074,06/13/19 13:07
103015,06/13/19 13:10
103891,06/13/19 13:12
103887,06/13/19 13:14
92137,06/13/19 13:19
102496,06/13/19 13:20
93830,06/13/19 13:21
99121,06/13/19 13:21
92304,06/13/19 13:29
103592,06/13/19 13:30
102405,06/13/19 13:30
96454,06/13/19 13:32
102850,06/13/19 13:33
101680,06/13/19 13:34
92725,06/13/19 13:34
101681,06/13/19 13:34
102513,06/13/19 13:36
103551,06/13/19 13:39
98392,06/13/19 13:39
99642,06/13/19 13:49
95820,06/13/19 13:53
93989,06/13/19 13:54
103822,06/13/19 13:56
105013,06/13/19 14:01
98278,06/13/19 14:04
96960,06/13/19 14:07
104720,06/13/19 14:08
103733,06/13/19 14:15
95600,06/13/19 14:16
92330,06/13/19 14:18
99932,06/13/19 14:22
96979,06/13/19 14:23
96411,06/13/19 14:23
101677,06/13/19 14:24
98435,06/13/19 14:27
93547,06/13/19 14:30
98929,06/13/19 14:36
98607,06/13/19 14:40
96624,06/13/19 14:44
98762,06/13/19 14:53
98395,06/13/19 14:54
100109,06/13/19 14:54
95245,06/13/19 14:57
103821,06/13/19 14:57
97523,06/13/19 15:01
94395,06/13/19 15:03
95683,06/13/19 15:03
94317,06/13/19 15:08
91735,06/13/19 15:10
92934,06/13/19 15:20
96695,06/13/19 15:21
103650,06/13/19 15:25
103649,06/13/19 15:25
96668,06/13/19 15:28
96429,06/13/19 15:29
100945,06/13/19 15:29
101213,06/13/19 15:33
93669,06/13/19 15:33
94052,06/13/19 15:35
98938,06/13/19 15:39
103486,06/13/19 15:44
94267,06/13/19 15:45
95255,06/13/19 15:45
103421,06/13/19 15:46
93798,06/13/19 15:49
93797,06/13/19 15:49
99024,06/13/19 15:50
97368,06/13/19 15:51
99172,06/13/19 15:51
95276,06/13/19 15:54
103087,06/13/19 15:54
102266,06/13/19 15:56
99458,06/13/19 16:00
94612,06/13/19 16:00
99127,06/13/19 16:01
92443,06/13/19 16:01
103402,06/13/19 16:02
92970,06/13/19 16:07
92971,06/13/19 16:07
97621,06/13/19 16:09
104088,06/13/19 16:10
104146,06/13/19 16:15
92642,06/13/19 16:19
98156,06/13/19 16:33
98155,06/13/19 16:33
93494,06/13/19 16:36
102829,06/13/19 16:38
100103,06/13/19 16:42
95950,06/13/19 16:46
95589,06/13/19 16:48
98671,06/13/19 16:51
97440,06/13/19 16:52
92134,06/13/19 16:57
101360,06/13/19 17:02
98217,06/13/19 17:03
99841,06/13/19 17:05
105122,06/13/19 17:06
102026,06/13/19 17:07
96040,06/13/19 17:14
105181,06/13/19 17:15
96216,06/13/19 17:21
93566,06/13/19 17:32
100262,06/13/19 17:33
93655,06/13/19 17:34
92445,06/13/19 17:36
99379,06/13/19 17:39
98487,06/13/19 17:42
100999,06/13/19 17:42
104487,06/13/19 17:47
95450,06/13/19 17:51
103128,06/13/19 17:53
103127,06/13/19 17:53
101661,06/13/19 17:57
96450,06/13/19 17:59
98541,06/13/19 17:59
101405,06/13/19 18:00
102967,06/13/19 18:05
102295,06/13/19 18:07
96611,06/13/19 18:15
93168,06/13/19 18:18
96905,06/13/19 18:20
96294,06/13/19 18:21
99730,06/13/19 18:23
92103,06/13/19 18:24
92104,06/13/19 18:24
95311,06/13/19 18:25
93872,06/13/19 18:26
91836,06/13/19 18:26
96242,06/13/19 18:27
101489,06/13/19 18:29
102151,06/13/19 18:32
100895,06/13/19 18:32
98460,06/13/19 18:32
98462,06/13/19 18:32
98987,06/13/19 18:38
96327,06/13/19 18:38
93253,06/13/19 18:39
101499,06/13/19 18:42
99093,06/13/19 18:45
93097,06/13/19 18:47
99312,06/13/19 18:48
93817,06/13/19 18:53
93431,06/13/19 18:57
102657,06/13/19 18:57
104991,06/13/19 18:58
91687,06/13/19 18:58
100309,06/13/19 19:00
99192,06/13/19 19:01
102471,06/13/19 19:04
94436,06/13/19 19:07
98804,06/13/19 19:07
93713,06/13/19 19:12
94557,06/13/19 19:12
93714,06/13/19 19:12
102766,06/13/19 19:14
91719,06/13/19 19:16
99593,06/13/19 19:16
96426,06/13/19 19:20
94566,06/13/19 19:31
93038,06/13/19 19:36
99263,06/13/19 19:37
93815,06/13/19 19:37
100061,06/13/19 19:39
97132,06/13/19 19:43
99087,06/13/19 19:44
94697,06/13/19 19:45
99057,06/13/19 19:46
92407,06/13/19 19:47
100542,06/13/19 19:50
105248,06/13/19 19:54
97243,06/13/19 19:57
104357,06/13/19 19:58
98219,06/13/19 20:00
101864,06/13/19 20:03
99997,06/13/19 20:03
92669,06/13/19 20:05
103463,06/13/19 20:06
94455,06/13/19 20:07
97233,06/13/19 20:10
94334,06/13/19 20:11
102324,06/13/19 20:14
102591,06/13/19 20:18
97269,06/13/19 20:18
103185,06/13/19 20:21
95962,06/13/19 20:21
102361,06/13/19 20:22
94297,06/13/19 20:22
98707,06/13/19 20:22
103512,06/13/19 20:24
100711,06/13/19 20:26
101346,06/13/19 20:29
102884,06/13/19 20:31
102234,06/13/19 20:31
93060,06/13/19 20:31
97135,06/13/19 20:32
94845,06/13/19 20:37
102916,06/13/19 20:37
103969,06/13/19 20:38
97758,06/13/19 20:40
102493,06/13/19 20:41
92921,06/13/19 20:43
103875,06/13/19 20:44
98670,06/13/19 20:50
104692,06/13/19 20:52
104693,06/13/19 20:52
92278,06/13/19 20:53
91654,06/13/19 20:53
98447,06/13/19 20:53
100340,06/13/19 20:54
92493,06/13/19 20:57
100179,06/13/19 21:04
97830,06/13/19 21:05
94943,06/13/19 21:11
92144,06/13/19 21:13
102580,06/13/19 21:14
98721,06/13/19 21:15
94344,06/13/19 21:16
103775,06/13/19 21:16
93705,06/13/19 21:18
92101,06/13/19 21:19
103263,06/13/19 21:19
102359,06/13/19 21:21
103289,06/13/19 21:22
95832,06/13/19 21:22
100669,06/13/19 21:25
104789,06/13/19 21:25
101667,06/13/19 21:25
103436,06/13/19 21:28
105070,06/13/19 21:29
95096,06/13/19 21:32
95078,06/13/19 21:33
94821,06/13/19 21:34
97647,06/13/19 21:34
99993,06/13/19 21:35
97246,06/13/19 21:43
96255,06/13/19 21:44
102680,06/13/19 21:48
91842,06/13/19 21:52
101943,06/13/19 21:56
99282,06/13/19 21:58
104280,06/13/19 22:05
104279,06/13/19 22:05
101938,06/13/19 22:11
93835,06/13/19 22:11
92116,06/13/19 22:12
92867,06/13/19 22:14
104102,06/13/19 22:17
104788,06/13/19 22:18
94849,06/13/19 22:21
99543,06/13/19 22:25
101356,06/13/19 22:25
100605,06/13/19 22:26
94530,06/13/19 22:30
95907,06/13/19 22:30
102832,06/13/19 22:35
92958,06/13/19 22:36
100491,06/13/19 22:37
95639,06/13/19 22:37
94797,06/13/19 22:38
99289,06/13/19 22:45
101272,06/13/19 22:46
100954,06/13/19 22:47
97754,06/13/19 22:48
95389,06/13/19 22:50
100653,06/13/19 22:57
103809,06/13/19 22:59
103788,06/13/19 23:01
99706,06/13/19 23:01
96304,06/13/19 23:02
95107,06/13/19 23:02
93374,06/13/19 23:04
93715,06/13/19 23:06
99332,06/13/19 23:07
93171,06/13/19 23:14
98131,06/13/19 23:19
98130,06/13/19 23:19
104436,06/13/19 23:24
99124,06/13/19 23:34
99480,06/13/19 23:44
92734,06/13/19 23:45
102565,06/13/19 23:52
95977,06/13/19 23:52
104165,06/14/19 00:01
102512,06/14/19 00:01
97353,06/14/19 00:20
96124,06/14/19 00:21
105192,06/14/19 00:26
91768,06/14/19 00:28
98558,06/14/19 00:33
93859,06/14/19 00:34
92051,06/14/19 00:35
102279,06/14/19 00:36
97294,06/14/19 00:43
97293,06/14/19 00:43
93940,06/14/19 00:46
104743,06/14/19 01:05
95271,06/14/19 01:11
95270,06/14/19 01:11
102033,06/14/19 01:15
104751,06/14/19 01:17
103844,06/14/19 01:18
98814,06/14/19 01:58
100005,06/14/19 01:58
101752,06/14/19 02:06
93347,06/14/19 02:43
104150,06/14/19 03:10
100875,06/14/19 03:36
94626,06/14/19 04:17
94625,06/14/19 04:17
93198,06/14/19 05:46
96428,06/14/19 05:55
98373,06/14/19 05:58
103047,06/14/19 06:48
98437,06/14/19 06:50
93034,06/14/19 07:06
101031,06/14/19 07:07
94310,06/14/19 07:11
95585,06/14/19 07:23
100189,06/14/19 07:24
92099,06/14/19 07:26
92762,06/14/19 07:32
104920,06/14/19 07:39
93022,06/14/19 07:41
98126,06/14/19 07:46
94210,06/14/19 07:48
94537,06/14/19 07:50
103072,06/14/19 07:52
102037,06/14/19 08:00
99244,06/14/19 08:10
94804,06/14/19 08:12
92681,06/14/19 08:21
104645,06/14/19 08:25
101622,06/14/19 08:30
101881,06/14/19 08:30
101007,06/14/19 08:31
97229,06/14/19 08:36
99284,06/14/19 08:37
96360,06/14/19 08:40
101481,06/14/19 08:46
105036,06/14/19 08:48
100251,06/14/19 08:48
103831,06/14/19 08:49
103830,06/14/19 08:49
99157,06/14/19 08:52
103233,06/14/19 08:55
101749,06/14/19 08:56
95869,06/14/19 09:00
92012,06/14/19 09:02
99469,06/14/19 09:04
94212,06/14/19 09:04
93763,06/14/19 09:05
100628,06/14/19 09:06
96991,06/14/19 09:08
92606,06/14/19 09:09
105234,06/14/19 09:12
102332,06/14/19 09:16
103092,06/14/19 09:21
103093,06/14/19 09:21
96713,06/14/19 09:26
95312,06/14/19 09:30
92228,06/14/19 09:31
94121,06/14/19 09:31
97217,06/14/19 09:32
99904,06/14/19 09:33
95090,06/14/19 09:34
98255,06/14/19 09:37
94474,06/14/19 09:39
103654,06/14/19 09:45
104873,06/14/19 09:45
101803,06/14/19 09:47
100998,06/14/19 09:48
97280,06/14/19 09:50
104432,06/14/19 09:51
103534,06/14/19 09:52
98582,06/14/19 09:55
104246,06/14/19 09:56
102123,06/14/19 09:58
95721,06/14/19 09:59
95722,06/14/19 09:59
103569,06/14/19 10:05
100624,06/14/19 10:06
93681,06/14/19 10:06
100417,06/14/19 10:10
95176,06/14/19 10:16
104680,06/14/19 10:16
97099,06/14/19 10:17
93151,06/14/19 10:20
93152,06/14/19 10:20
98860,06/14/19 10:24
100795,06/14/19 10:31
94542,06/14/19 10:31
104605,06/14/19 10:31
104268,06/14/19 10:34
99188,06/14/19 10:36
101848,06/14/19 10:41
98605,06/14/19 10:41
100763,06/14/19 10:42
103029,06/14/19 10:42
99137,06/14/19 10:44
95665,06/14/19 10:44
97172,06/14/19 10:48
94005,06/14/19 10:50
102498,06/14/19 10:57
94592,06/14/19 10:57
102647,06/14/19 10:59
100532,06/14/19 11:01
105123,06/14/19 11:04
94083,06/14/19 11:06
102105,06/14/19 11:06
97335,06/14/19 11:07
98991,06/14/19 11:08
102066,06/14/19 11:09
100412,06/14/19 11:10
92779,06/14/19 11:12
100379,06/14/19 11:16
93932,06/14/19 11:24
100579,06/14/19 11:28
91918,06/14/19 11:28
101736,06/14/19 11:29
98847,06/14/19 11:32
101138,06/14/19 11:37
95798,06/14/19 11:37
98581,06/14/19 11:43
91997,06/14/19 11:43
104069,06/14/19 11:43
93915,06/14/19 11:44
93491,06/14/19 11:44
95499,06/14/19 11:51
93878,06/14/19 11:52
97398,06/14/19 11:54
99010,06/14/19 11:55
99009,06/14/19 11:55
92412,06/14/19 11:58
92413,06/14/19 11:58
102855,06/14/19 12:00
101664,06/14/19 12:00
98711,06/14/19 12:07
103380,06/14/19 12:10
99580,06/14/19 12:16
92078,06/14/19 12:17
105239,06/14/19 12:19
97535,06/14/19 12:19
95482,06/14/19 12:27
94287,06/14/19 12:28
93735,06/14/19 12:29
99649,06/14/19 12:31
91974,06/14/19 12:31
92133,06/14/19 12:33
101148,06/14/19 12:34
92177,06/14/19 12:35
95988,06/14/19 12:36
99125,06/14/19 12:39
